service_id,date,exception_type
4,20150910,1
4,20150911,1
4,20150914,1
4,20150915,1
4,20150916,1
4,20150917,1
4,20150918,1
4,20150921,1
4,20150922,1
4,20150923,1
4,20150924,1
4,20150925,1
4,20150928,1
4,20150929,1
4,20150930,1
4,20151001,1
4,20151002,1
4,20151005,1
4,20151006,1
4,20151007,1
4,20151008,1
4,20151009,1
4,20151012,1
4,20151013,1
4,20151014,1
4,20151015,1
4,20151016,1
4,20151019,1
4,20151020,1
4,20151021,1
4,20151022,1
4,20151023,1
4,20151026,1
4,20151027,1
4,20151028,1
4,20151029,1
4,20151030,1
4,20151102,1
4,20151103,1
4,20151104,1
4,20151105,1
4,20151106,1
4,20151109,1
4,20151110,1
4,20151111,1
4,20151112,1
4,20151113,1
4,20151116,1
4,20151117,1
4,20151118,1
4,20151119,1
4,20151120,1
5,20150913,1
6,20150725,1
6,20150726,1
6,20150801,1
6,20150802,1
6,20150808,1
6,20150809,1
6,20150815,1
6,20150816,1
6,20150822,1
6,20150823,1
6,20150829,1
6,20150830,1
6,20150905,1
6,20150906,1
6,20150907,1
6,20150912,1
6,20150913,1
6,20150919,1
6,20150920,1
6,20150926,1
6,20150927,1
6,20151003,1
6,20151004,1
6,20151010,1
6,20151011,1
6,20151017,1
6,20151018,1
6,20151024,1
6,20151025,1
6,20151031,1
6,20151101,1
6,20151107,1
6,20151108,1
6,20151114,1
6,20151115,1
7,20150725,1
7,20150801,1
7,20150808,1
7,20150815,1
7,20150822,1
7,20150829,1
7,20150905,1
7,20150912,1
7,20150919,1
7,20150926,1
7,20151003,1
7,20151010,1
7,20151017,1
7,20151024,1
7,20151031,1
7,20151107,1
7,20151114,1
7,20151121,1
7,20151128,1
7,20151205,1
7,20151212,1
7,20151219,1
7,20151226,1
7,20160102,1
7,20160109,1
7,20160116,1
8,20150726,1
8,20150802,1
8,20150809,1
8,20150816,1
8,20150823,1
8,20150830,1
8,20150906,1
8,20150913,1
8,20150920,1
8,20150927,1
8,20151004,1
8,20151011,1
8,20151018,1
8,20151025,1
8,20151101,1
8,20151108,1
8,20151115,1
8,20151122,1
8,20151129,1
8,20151206,1
8,20151213,1
8,20151220,1
8,20151227,1
8,20160103,1
8,20160110,1
8,20160117,1
9,20150723,1
9,20150724,1
9,20150727,1
9,20150728,1
9,20150729,1
9,20150730,1
9,20150731,1
9,20150803,1
9,20150804,1
9,20150805,1
9,20150806,1
9,20150807,1
9,20150810,1
9,20150811,1
9,20150812,1
9,20150813,1
9,20150814,1
9,20150817,1
9,20150818,1
9,20150819,1
9,20150820,1
9,20150821,1
9,20150824,1
9,20150825,1
9,20150826,1
9,20150827,1
9,20150828,1
9,20150831,1
9,20150901,1
9,20150902,1
9,20150903,1
9,20150904,1
9,20150907,1
9,20150908,1
9,20150909,1
9,20150910,1
9,20150911,1
9,20150914,1
9,20150915,1
9,20150916,1
9,20150917,1
9,20150918,1
9,20150921,1
9,20150922,1
9,20150923,1
9,20150924,1
9,20150925,1
9,20150928,1
9,20150929,1
9,20150930,1
9,20151001,1
9,20151002,1
9,20151005,1
9,20151006,1
9,20151007,1
9,20151008,1
9,20151009,1
9,20151012,1
9,20151013,1
9,20151014,1
9,20151015,1
9,20151016,1
9,20151019,1
9,20151020,1
9,20151021,1
9,20151022,1
9,20151023,1
9,20151026,1
9,20151027,1
9,20151028,1
9,20151029,1
9,20151030,1
9,20151102,1
9,20151103,1
9,20151104,1
9,20151105,1
9,20151106,1
9,20151109,1
9,20151110,1
9,20151111,1
9,20151112,1
9,20151113,1
9,20151116,1
9,20151117,1
9,20151118,1
9,20151119,1
9,20151120,1
9,20151123,1
9,20151124,1
9,20151125,1
9,20151126,1
9,20151127,1
9,20151130,1
9,20151201,1
9,20151202,1
9,20151203,1
9,20151204,1
9,20151207,1
9,20151208,1
9,20151209,1
9,20151210,1
9,20151211,1
9,20151214,1
9,20151215,1
9,20151216,1
9,20151217,1
9,20151218,1
9,20151221,1
9,20151222,1
9,20151223,1
9,20151224,1
9,20151225,1
9,20151228,1
9,20151229,1
9,20151230,1
9,20151231,1
9,20160101,1
9,20160104,1
9,20160105,1
9,20160106,1
9,20160107,1
9,20160108,1
9,20160111,1
9,20160112,1
9,20160113,1
9,20160114,1
9,20160115,1
9,20160118,1
10,20150725,1
10,20150801,1
10,20150808,1
10,20150815,1
10,20150822,1
10,20150829,1
10,20150905,1
10,20150912,1
10,20150919,1
10,20150926,1
10,20151003,1
10,20151010,1
10,20151017,1
10,20151024,1
10,20151031,1
10,20151107,1
10,20151114,1
10,20151121,1
11,20150726,1
11,20150802,1
11,20150809,1
11,20150816,1
11,20150823,1
11,20150830,1
11,20150906,1
11,20150907,1
11,20150913,1
11,20150920,1
11,20150927,1
11,20151004,1
11,20151011,1
11,20151018,1
11,20151025,1
11,20151101,1
11,20151108,1
11,20151115,1
12,20150907,1
12,20150913,1
13,20150904,1
14,20150723,1
14,20150724,1
14,20150727,1
14,20150728,1
14,20150729,1
14,20150730,1
14,20150731,1
14,20150803,1
14,20150804,1
14,20150805,1
14,20150806,1
14,20150807,1
14,20150810,1
14,20150811,1
14,20150812,1
14,20150813,1
14,20150814,1
14,20150817,1
14,20150818,1
14,20150819,1
14,20150820,1
14,20150821,1
14,20150824,1
14,20150825,1
14,20150826,1
14,20150827,1
14,20150828,1
14,20150831,1
14,20150901,1
14,20150902,1
14,20150903,1
14,20150908,1
14,20150909,1
14,20150910,1
14,20150911,1
14,20150914,1
14,20150915,1
14,20150916,1
14,20150917,1
14,20150918,1
14,20150921,1
14,20150922,1
14,20150923,1
14,20150924,1
14,20150925,1
14,20150928,1
14,20150929,1
14,20150930,1
14,20151001,1
14,20151002,1
14,20151005,1
14,20151006,1
14,20151007,1
14,20151008,1
14,20151009,1
14,20151012,1
14,20151013,1
14,20151014,1
14,20151015,1
14,20151016,1
14,20151019,1
14,20151020,1
14,20151021,1
14,20151022,1
14,20151023,1
14,20151026,1
14,20151027,1
14,20151028,1
14,20151029,1
14,20151030,1
14,20151102,1
14,20151103,1
14,20151104,1
14,20151105,1
14,20151106,1
14,20151109,1
14,20151110,1
14,20151111,1
14,20151112,1
14,20151113,1
14,20151116,1
14,20151117,1
14,20151118,1
14,20151119,1
14,20151120,1
15,20150805,1
16,20151115,1
17,20151115,1
17,20151121,1
18,20150725,1
18,20150726,1
18,20150801,1
18,20150802,1
18,20150808,1
18,20150809,1
18,20150815,1
18,20150816,1
18,20150822,1
18,20150823,1
18,20150829,1
18,20150830,1
18,20150905,1
18,20150906,1
18,20150907,1
18,20150912,1
18,20150913,1
18,20150919,1
18,20150920,1
18,20150926,1
18,20150927,1
19,20150723,1
19,20150724,1
19,20150727,1
19,20150728,1
19,20150729,1
19,20150730,1
19,20150731,1
19,20150803,1
19,20150804,1
19,20150805,1
19,20150806,1
19,20150807,1
19,20150810,1
19,20150811,1
19,20150812,1
19,20150813,1
19,20150814,1
19,20150817,1
19,20150818,1
19,20150819,1
19,20150820,1
19,20150821,1
19,20150824,1
19,20150825,1
19,20150826,1
19,20150827,1
19,20150828,1
20,20150831,1
20,20150901,1
20,20150902,1
20,20150903,1
20,20150904,1
20,20150908,1
20,20150909,1
20,20150910,1
20,20150911,1
20,20150914,1
20,20150915,1
20,20150916,1
20,20150917,1
20,20150918,1
20,20150921,1
20,20150922,1
20,20150923,1
20,20150924,1
20,20150925,1
20,20150928,1
20,20150929,1
20,20150930,1
20,20151001,1
20,20151002,1
20,20151005,1
20,20151006,1
20,20151007,1
20,20151008,1
20,20151009,1
20,20151012,1
20,20151013,1
20,20151014,1
20,20151015,1
20,20151016,1
20,20151019,1
20,20151020,1
20,20151021,1
20,20151022,1
20,20151023,1
20,20151026,1
20,20151027,1
20,20151028,1
20,20151029,1
20,20151030,1
20,20151102,1
20,20151103,1
20,20151104,1
20,20151105,1
20,20151106,1
20,20151109,1
20,20151110,1
20,20151111,1
20,20151112,1
20,20151113,1
20,20151116,1
20,20151117,1
20,20151118,1
20,20151119,1
20,20151120,1
21,20150724,1
21,20150731,1
21,20150807,1
21,20150814,1
21,20150821,1
21,20150828,1
21,20150904,1
21,20150911,1
21,20150918,1
21,20150925,1
21,20151002,1
21,20151009,1
21,20151016,1
21,20151023,1
21,20151030,1
21,20151106,1
21,20151113,1
21,20151120,1
22,20150723,1
22,20150727,1
22,20150728,1
22,20150729,1
22,20150730,1
22,20150803,1
22,20150804,1
22,20150805,1
22,20150806,1
22,20150810,1
22,20150811,1
22,20150812,1
22,20150813,1
22,20150817,1
22,20150818,1
22,20150819,1
22,20150820,1
22,20150824,1
22,20150825,1
22,20150826,1
22,20150827,1
22,20150831,1
22,20150901,1
22,20150902,1
22,20150903,1
22,20150908,1
22,20150909,1
22,20150910,1
22,20150914,1
22,20150915,1
22,20150916,1
22,20150917,1
22,20150921,1
22,20150922,1
22,20150923,1
22,20150924,1
22,20150928,1
22,20150929,1
22,20150930,1
22,20151001,1
22,20151005,1
22,20151006,1
22,20151007,1
22,20151008,1
22,20151012,1
22,20151013,1
22,20151014,1
22,20151015,1
22,20151019,1
22,20151020,1
22,20151021,1
22,20151022,1
22,20151026,1
22,20151027,1
22,20151028,1
22,20151029,1
22,20151102,1
22,20151103,1
22,20151104,1
22,20151105,1
22,20151109,1
22,20151110,1
22,20151111,1
22,20151112,1
22,20151116,1
22,20151117,1
22,20151118,1
22,20151119,1
23,20150723,1
23,20150724,1
23,20150728,1
23,20150729,1
23,20150730,1
23,20150731,1
23,20150804,1
23,20150805,1
23,20150806,1
23,20150807,1
23,20150811,1
23,20150812,1
23,20150813,1
23,20150814,1
23,20150818,1
23,20150819,1
23,20150820,1
23,20150821,1
23,20150825,1
23,20150826,1
23,20150827,1
23,20150828,1
23,20150901,1
23,20150902,1
23,20150903,1
23,20150904,1
23,20150909,1
23,20150910,1
23,20150911,1
23,20150915,1
23,20150916,1
23,20150917,1
23,20150918,1
23,20150922,1
23,20150923,1
23,20150924,1
23,20150925,1
23,20150929,1
23,20150930,1
23,20151001,1
23,20151002,1
23,20151006,1
23,20151007,1
23,20151008,1
23,20151009,1
23,20151013,1
23,20151014,1
23,20151015,1
23,20151016,1
23,20151020,1
23,20151021,1
23,20151022,1
23,20151023,1
23,20151027,1
23,20151028,1
23,20151029,1
23,20151030,1
23,20151103,1
23,20151104,1
23,20151105,1
23,20151106,1
23,20151110,1
23,20151111,1
23,20151112,1
23,20151113,1
23,20151117,1
23,20151118,1
23,20151119,1
23,20151120,1
24,20150727,1
24,20150803,1
24,20150810,1
24,20150817,1
24,20150824,1
24,20150831,1
24,20150908,1
24,20150914,1
24,20150921,1
24,20150928,1
24,20151005,1
24,20151012,1
24,20151019,1
24,20151026,1
24,20151102,1
24,20151109,1
24,20151116,1
25,20151003,1
25,20151004,1
25,20151010,1
25,20151011,1
25,20151017,1
25,20151018,1
25,20151024,1
25,20151025,1
25,20151031,1
25,20151101,1
25,20151107,1
25,20151108,1
25,20151114,1
25,20151115,1
25,20151121,1
26,20150724,1
26,20150731,1
26,20150807,1
26,20150814,1
26,20150821,1
26,20150828,1
26,20150904,1
27,20150723,1
27,20150727,1
27,20150728,1
27,20150729,1
27,20150730,1
27,20150803,1
27,20150804,1
27,20150805,1
27,20150806,1
27,20150810,1
27,20150811,1
27,20150812,1
27,20150813,1
27,20150817,1
27,20150818,1
27,20150819,1
27,20150820,1
27,20150824,1
27,20150825,1
27,20150826,1
27,20150827,1
27,20150831,1
27,20150901,1
27,20150902,1
27,20150903,1
27,20150908,1
27,20150909,1
27,20150910,1
27,20150911,1
27,20150914,1
27,20150915,1
27,20150916,1
27,20150917,1
27,20150918,1
27,20150921,1
27,20150922,1
27,20150923,1
27,20150924,1
27,20150925,1
27,20150928,1
27,20150929,1
27,20150930,1
27,20151001,1
27,20151002,1
27,20151005,1
27,20151006,1
27,20151007,1
27,20151008,1
27,20151009,1
27,20151012,1
27,20151013,1
27,20151014,1
27,20151015,1
27,20151016,1
27,20151019,1
27,20151020,1
27,20151021,1
27,20151022,1
27,20151023,1
27,20151026,1
27,20151027,1
27,20151028,1
27,20151029,1
27,20151030,1
27,20151102,1
27,20151103,1
27,20151104,1
27,20151105,1
27,20151106,1
27,20151109,1
27,20151110,1
27,20151111,1
27,20151112,1
27,20151113,1
27,20151116,1
27,20151117,1
27,20151118,1
27,20151119,1
27,20151120,1
28,20150724,1
28,20150731,1
28,20150807,1
28,20150814,1
28,20150821,1
28,20150828,1
29,20150725,1
29,20150726,1
29,20150801,1
29,20150802,1
29,20150808,1
29,20150809,1
29,20150815,1
29,20150816,1
29,20150822,1
29,20150823,1
29,20150829,1
29,20150830,1
29,20150905,1
29,20150906,1
29,20150907,1
29,20150912,1
30,20150725,1
30,20150801,1
30,20150808,1
30,20150815,1
30,20150822,1
30,20150829,1
30,20150905,1
30,20150906,1
30,20150912,1
30,20150919,1
30,20150926,1
30,20151003,1
30,20151010,1
30,20151017,1
30,20151024,1
30,20151031,1
30,20151107,1
30,20151114,1
31,20150726,1
31,20150802,1
31,20150809,1
31,20150816,1
31,20150823,1
31,20150830,1
31,20150907,1
31,20150913,1
31,20150920,1
31,20150927,1
31,20151004,1
31,20151011,1
31,20151018,1
31,20151025,1
31,20151101,1
31,20151108,1
31,20151115,1
32,20150724,1
32,20150731,1
32,20150807,1
32,20150814,1
32,20150821,1
32,20150828,1
32,20150904,1
32,20150911,1
32,20150918,1
32,20150922,1
32,20150925,1
32,20151002,1
32,20151009,1
32,20151016,1
32,20151023,1
32,20151030,1
32,20151106,1
32,20151113,1
32,20151120,1
33,20150723,1
33,20150727,1
33,20150728,1
33,20150729,1
33,20150730,1
33,20150803,1
33,20150804,1
33,20150805,1
33,20150806,1
33,20150810,1
33,20150811,1
33,20150812,1
33,20150813,1
33,20150817,1
33,20150818,1
33,20150819,1
33,20150820,1
33,20150824,1
33,20150825,1
33,20150826,1
33,20150827,1
33,20150831,1
33,20150901,1
33,20150902,1
33,20150903,1
33,20150908,1
33,20150909,1
33,20150910,1
33,20150914,1
33,20150915,1
33,20150916,1
33,20150917,1
33,20150921,1
33,20150923,1
33,20150924,1
33,20150928,1
33,20150929,1
33,20150930,1
33,20151001,1
33,20151005,1
33,20151006,1
33,20151007,1
33,20151008,1
33,20151012,1
33,20151013,1
33,20151014,1
33,20151015,1
33,20151019,1
33,20151020,1
33,20151021,1
33,20151022,1
33,20151026,1
33,20151027,1
33,20151028,1
33,20151029,1
33,20151102,1
33,20151103,1
33,20151104,1
33,20151105,1
33,20151109,1
33,20151110,1
33,20151111,1
33,20151112,1
33,20151116,1
33,20151117,1
33,20151118,1
33,20151119,1
